time step, id0, role0, type0, x0, y0, present0, id1, role1, type1, x1, y1, present1, id2, role2, type2, x2, y2, present2, id3, role3, type3, x3, y3, present3, id4, role4, type4, x4, y4, present4, id5, role5, type5, x5, y5, present5, id6, role6, type6, x6, y6, present6, id7, role7, type7, x7, y7, present7, id8, role8, type8, x8, y8, present8, id9, role9, type9, x9, y9, present9
0,68, others, car,31.539280191111217,0.17941857926862334,1,69, others, car,27.160885534580196,12.600533876683034,1,70, others, car,30.83584819340765,13.226388856869672,1,71.0, others, car,49.56076814669615,-13.910326765012991,1.0,72.0, others, car,8.87043935232726,-3.8729665240851734,1.0,73, others, car,30.32223272478548,20.8515477503219,1.0,74.0, agent, car,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1000,67, others, car,32.436309802850715,-8.401324144054826,1,68, others, car,38.55654272146881,13.090053871834714,1,69, others, car,-1.983197415965468,-3.59553723514428,1,70.0, agent, car,-5.452815385829696,0.01739915982028259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-900,67, others, car,33.026714729097144,-8.147546637045307,1,68, others, car,38.28085357251585,13.059780233969688,1,69, others, car,-1.4450642128979447,-3.5947274473320143,1,70.0, agent, car,-4.876775579034179,0.013414609119253948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-800,67, others, car,33.64008109226436,-7.896246978603473,1,68, others, car,38.02320212097383,13.031131856732767,1,69, others, car,-0.9169446423001107,-3.5947024950059974,1,70.0, agent, car,-4.301712761175028,0.010455637010079968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-700,67, others, car,34.27532272410465,-7.650403725194477,1,68, others, car,37.785571139543464,13.003071366703725,1,69, others, car,-0.4008532717005228,-3.595441788510505,1,70.0, agent, car,-3.73066987320034,0.006580060448064347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-600,67, others, car,34.931463840853745,-7.4099960819902835,1,68, others, car,37.56594906069626,12.975628353538616,1,69, others, car,0.10425447749324228,-3.5959423389091847,1,70.0, agent, car,-3.164584314391329,0.004808025553402595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-500,67, others, car,35.60745506909222,-7.177002821691205,1,68, others, car,37.364389474088,12.950814384765547,1,69, others, car,0.5963262429245959,-3.597178340310587,1,70.0, agent, car,-2.6065178205234503,0.0022025655168822905,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-400,67, others, car,36.30327561399215,-6.9524237280619685,1,68, others, car,37.179847006298594,12.926646687683995,1,69, others, car,1.0763888083579312,-3.5991615875425182,1,70.0, agent, car,-2.0584283694696497,0.0008048375226720889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-300,67, others, car,37.01788410213342,-6.738237573802872,1,68, others, car,37.011321873564206,12.903146057121987,1,69, others, car,1.5424751959204053,-3.599853923421154,1,70.0, agent, car,-1.5233361073502307,-0.00032255771009957745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-200,67, others, car,37.750259954924296,-6.535423347850168,1,68, others, car,36.857835086948135,12.881333071671033,1,69, others, car,1.9945230211286185,-3.6022546992386517,1,70.0, agent, car,-1.0002412504010283,-0.0012004150092353033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,67, others, car,38.49936779894501,-6.345953822904726,1,68, others, car,36.718386862686216,12.861228526159401,1,69, others, car,2.433594452230131,-3.6033853585308826,1,70.0, agent, car,-0.4921223550871885,-0.0007665661270384578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,67, others, car,39.26518963419555,-6.169846998966318,1,68, others, car,36.590936043594745,12.840874442713899,1,69, others, car,2.858648115805188,-3.605224673997695,1,70.0, agent, car,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1000,73, others, car,15.624043270412994,0.18299968378564732,1,74, others, car,20.523901764116626,28.29245965787819,1,75, others, car,21.90062466184704,-13.242631438686864,1,76.0, others, car,13.595709097394204,5.984205806874702,1.0,77.0, others, car,35.453259878308074,12.745385871018346,1.0,78, others, car,40.66012226196392,20.779868686836075,1.0,79.0, agent, car,-6.254300832448398,0.021589285149985704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-900,73, others, car,16.343133423045426,0.1748539863337294,1,74, others, car,20.53043305284949,29.54384679865625,1,75, others, car,21.907055290437107,-13.163792063905301,1,76.0, others, car,13.845780090158458,6.112566620902612,1.0,77.0, others, car,35.337790952984044,12.731934949692711,1.0,78, others, car,40.10331059225855,20.82703609592245,1.0,79.0, agent, car,-5.606140222329897,0.016639307123732756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-800,73, others, car,17.09426998517555,0.1677220138525588,1,74, others, car,20.531371475566708,30.808417523986613,1,75, others, car,21.91264035049178,-13.079924268511741,1,76.0, others, car,14.103344427082222,6.256711308006825,1.0,77.0, others, car,35.23837602386782,12.719990416682696,1.0,78, others, car,39.55952354981004,20.87480274187089,1.0,79.0, agent, car,-4.9579916122111705,0.011669329097359156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-700,73, others, car,17.877391373884976,0.15960471468075155,1,74, others, car,20.5276509751807,32.08413699074923,1,75, others, car,21.91944047659072,-12.989090583762962,1,76.0, others, car,14.369389633996072,6.4165880767280274,1.0,77.0, others, car,35.15504588241872,12.710551797819328,1.0,78, others, car,39.030821769197956,20.92510609342529,1.0,79.0, agent, car,-4.3117972622949825,0.007770459819744863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-600,73, others, car,18.6905601204307,0.1525627233975213,1,74, others, car,20.51630376565913,33.372097099151496,1,75, others, car,21.926548517280487,-12.888261640708256,1,76.0, others, car,14.640990716326435,6.594309353104747,1.0,77.0, others, car,35.08573989405685,12.701681624359395,1.0,78, others, car,38.51717445896313,20.976946624754614,1.0,79.0, agent, car,-3.669586224241581,0.004994282209139028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-500,73, others, car,19.531746381692365,0.1456580970907938,1,74, others, car,20.499298107203646,34.67123674044533,1,75, others, car,21.933995264020176,-12.77643791351658,1,76.0, others, car,14.920204308652739,6.7918056058798655,1.0,77.0, others, car,35.02952011587047,12.695409739423127,1.0,78, others, car,38.01958114493622,21.030293544399782,1.0,79.0, agent, car,-3.032364815341547,0.0023720618938422307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-400,73, others, car,20.399919840380548,0.13792210138860772,1,74, others, car,20.47360463086352,35.98064876317674,1,75, others, car,21.942841825558506,-12.651651141986306,1,76.0, others, car,15.203032307652444,7.009200000890057,1.0,77.0, others, car,34.98532543911015,12.689767882808454,1.0,78, others, car,37.54004087877818,21.085085269442637,1.0,79.0, agent, car,-2.4031088216273098,0.0009956990819018213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-300,73, others, car,21.29208191900314,0.12944711066867332,1,74, others, car,20.440222862469447,37.30030237588685,1,75, others, car,21.95314978481365,-12.511902274456046,1,76.0, others, car,15.49050503061532,7.247461272506478,1.0,77.0, others, car,34.950192077743466,12.685854954723208,1.0,78, others, car,37.077554134658754,21.141352591342248,1.0,79.0, agent, car,-1.782848560388537,-0.00010354059829594671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-200,73, others, car,22.207271883188888,0.12126444222030605,1,74, others, car,20.398122484731537,38.62923884420415,1,75, others, car,21.963981198873206,-12.355161467805553,1,76.0, others, car,15.778663165678124,7.507713112396264,1.0,77.0, others, car,34.92407724031156,12.68265042933702,1.0,78, others, car,36.63312043840831,21.19906471863976,1.0,79.0, agent, car,-1.1745826091167493,-0.0008332827696264991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,73, others, car,23.143466681276372,0.1134326789617901,1,74, others, car,20.346303971819445,39.96745895958776,1,75, others, car,21.976366385026942,-12.180459987663104,1,76.0, others, car,16.067491712840628,7.78995452055931,1.0,77.0, others, car,34.90499387515269,12.680236889567844,1.0,78, others, car,36.20770852439847,21.25719133404529,1.0,79.0, agent, car,-0.5793104936430903,-0.0011627359727633265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,73, others, car,24.097660944314686,0.10504766943979238,1,74, others, car,20.28470574081476,41.312993670376265,1,75, others, car,21.9903669261929,-11.985798782367759,1,76.0, others, car,16.354990620441786,8.094247079914,1.0,77.0, others, car,34.888909087485786,12.677730975421193,1.0,78, others, car,35.803317444290364,21.315670854640448,1.0,79.0, agent, car,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1000,81, others, car,54.43969531202268,1.3463761724969567,1,83, others, car,34.59308906803049,-2.297389329502038,1,84, others, car,52.96603042215774,-12.5147347282737,1,85.0, agent, car,-8.755528562061599,-0.015639658727908626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-900,81, others, car,55.407003888120705,1.3832795200408616,1,83, others, car,35.511075259481245,-2.1931235522528256,1,84, others, car,52.96734662785311,-12.435644412076302,1,85.0, agent, car,-7.848057947519608,-0.013786839453844629,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-800,81, others, car,56.383265269269934,1.4214832306878211,1,83, others, car,36.45194617786374,-2.085077659493152,1,84, others, car,52.968552853199355,-12.353555829711715,1,85.0, agent, car,-6.942638170538527,-0.011010585023544128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-700,81, others, car,57.369456884076726,1.4620307199432179,1,83, others, car,37.41576981007704,-1.975250495334451,1,84, others, car,52.96962710474698,-12.267469559124606,1,85.0, agent, car,-6.04017366627492,-0.009331732998153376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-600,81, others, car,58.36458331048499,1.5048869943575516,1,83, others, car,38.39951389650446,-1.862744618070088,1,84, others, car,52.971530811101466,-12.176352184809186,1,85.0, agent, car,-5.1427402657393095,-0.0068234261653225825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-500,81, others, car,59.36862054849519,1.5500400539303842,1,83, others, car,39.40317843714613,-1.7475600277002872,1,84, others, car,52.974263972263266,-12.08020370676588,1,85.0, agent, car,-4.254301663704925,-0.004621060380244568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-400,81, others, car,60.38055918260148,1.5984673272682115,1,83, others, car,40.425798003395975,-1.6307301397301903,1,84, others, car,52.976798172726795,-11.978049696388311,1,85.0, agent, car,-3.3768227108330358,-0.003792044597530464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-300,81, others, car,61.4003952128041,1.6501698143705867,1,83, others, car,41.466339179748424,-1.5112895255538616,1,84, others, car,52.98111725660339,-11.869849166777493,1,85.0, agent, car,-2.5104053874733396,-0.0013381126503485274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-200,81, others, car,62.428150632553006,1.7041330931819758,1,83, others, car,42.52280312209237,-1.3893061720709428,1,84, others, car,52.985203386331975,-11.754643682776766,1,85.0, agent, car,-1.6589434014989841,-0.0003905045044964128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,81, others, car,63.463769454948064,1.762371007813894,1,83, others, car,43.59618925248347,-1.264746085831382,1,84, others, car,52.99002599051829,-11.631401828880856,1,85.0, agent, car,-0.8214773243041412,7.519534550164826e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,81, others, car,64.50524883587865,1.8248105713668268,1,83, others, car,44.68353329820451,-1.1387106692401952,1,84, others, car,52.995490082263395,-11.498145760978456,1,85.0, agent, car,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1000,32, others, car,40.95353813816049,1.341530083983158,1,33, others, car,37.346540330638845,10.494141286068446,1,34, others, car,75.69455031013783,-4.389995394143367,1,37.0, others, car,45.06131973596842,-17.352098652693574,1.0,38.0, others, car,59.050292324630746,-7.622104720852933,1.0,39, others, car,33.87605549323527,16.34039418800062,1.0,40.0, others, car,2.0427960900567474,-2.9293905738990995,1.0,41.0, agent, car,-7.5063932618910565,-0.09894542858209154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-900,32, others, car,41.31178832944322,1.0880487228422635,1,33, others, car,37.351442766417435,10.387783558923402,1,34, others, car,76.5316709248031,-4.324090130612226,1,37.0, others, car,45.05212525313329,-17.27256588280973,1.0,38.0, others, car,59.5621874856334,-7.282274845559122,1.0,39, others, car,33.82668796276761,15.896251365323673,1.0,40.0, others, car,2.6320510294723096,-3.0007461369221367,1.0,41.0, agent, car,-6.750574735204097,-0.07918803206974917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-800,32, others, car,41.693357900803655,0.8404577231365368,1,33, others, car,37.355830169676224,10.291468295560252,1,34, others, car,77.38397218906624,-4.2549051977483545,1,37.0, others, car,45.042459719347924,-17.181997800922936,1.0,38.0, others, car,60.09838211018338,-6.9576283846147335,1.0,39, others, car,33.78289445224725,15.463863813449944,1.0,40.0, others, car,3.2092238270936693,-3.073523617546212,1.0,41.0, agent, car,-5.9948041900874856,-0.0604294837785393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-700,32, others, car,42.097318967160824,0.6008037628786193,1,33, others, car,37.360737370206145,10.206128362629912,1,34, others, car,78.24940242491485,-4.183347480632651,1,37.0, others, car,45.03032543817048,-17.08029844389308,1.0,38.0, others, car,60.65778138691927,-6.650115052892046,1.0,39, others, car,33.74471094324444,15.044203380600909,1.0,40.0, others, car,3.77231678647843,-3.1476270526309618,1.0,41.0, agent, car,-5.2371798932387215,-0.04476344329090115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-600,32, others, car,42.52463739516583,0.3680250122772408,1,33, others, car,37.364138689995144,10.130884875051477,1,34, others, car,79.13005529193191,-4.107508245962869,1,37.0, others, car,45.015866354311335,-16.964471267056403,1.0,38.0, others, car,61.24243099385371,-6.358831965310057,1.0,39, others, car,33.71120856910793,14.638349896567615,1.0,40.0, others, car,4.324278470719912,-3.2241992351076685,1.0,41.0, agent, car,-4.478604729739062,-0.03014423259475021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-500,32, others, car,42.973416451516535,0.14423413091493664,1,33, others, car,37.36700497726411,10.06566585125494,1,34, others, car,80.02393309367444,-4.027312530598956,1,37.0, others, car,45.00008131599162,-16.834561251983132,1.0,38.0, others, car,61.84919744161292,-6.086630721821831,1.0,39, others, car,33.68244929297808,14.248274057792585,1.0,40.0, others, car,4.86211233515468,-3.30309622026608,1.0,41.0, agent, car,-3.721172359170798,-0.01847358499191279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-400,32, others, car,43.44560085108545,-0.07167069256969683,1,33, others, car,37.370267117094045,10.008453613227667,1,34, others, car,80.93203967836405,-3.942780316110832,1,37.0, others, car,44.980069741687934,-16.6884357575206,1.0,38.0, others, car,62.480057426639185,-5.8336102855677305,1.0,39, others, car,33.6594139815059,13.872947034484316,1.0,40.0, others, car,5.387826076225236,-3.384403971246676,1.0,41.0, agent, car,-2.964834799964036,-0.008752652261234591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-300,32, others, car,43.93919289742971,-0.27959349503638786,1,33, others, car,37.37295424283397,9.960258990761034,1,34, others, car,81.85236734955821,-3.8538386393584654,1,37.0, others, car,44.957877309412915,-16.525182898587815,1.0,38.0, others, car,63.132035404268606,-5.599623711837358,1.0,39, others, car,33.639192053168124,13.514504467795804,1.0,40.0, others, car,5.902436523722518,-3.467201621398196,1.0,41.0, agent, car,-2.21263657835245,-0.0018363379137142785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
